Specialization,Certifications,CGPA/Percentage,Skills_ID_Categorized,Recommended_Career,Education_Level_ID_Categorized,Certifications_ID_Categorized
Psychology,No Certification,65,Python,Akuntan Junior,SMA/Sederajat,Tanpa Sertifikat
Science,AWS Certified,61,"Komunikasi, MS Office, Python",Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Engineering,CFA Level 1,74,Machine Learning,Staf Administrasi,Doktor,Keuangan (CFA)
Business,Mental Health Basics,81,"Keuangan & Akuntansi, Machine Learning, Python",Operator Entri Data,Sarjana,Kesehatan Mental
Arts,Mental Health Basics,60,"Keuangan & Akuntansi, Komunikasi",Asisten Penjualan,Doktor,Kesehatan Mental
Engineering,CFA Level 1,83,"MS Office, Machine Learning, Pemasaran",Asisten Penjualan,Magister,Keuangan (CFA)
Business,Digital Marketing,70,"Keuangan & Akuntansi, Konseling, Machine Learning",Software Engineer,SMA/Sederajat,Pemasaran Digital
Psychology,Tally ERP,79,"Keuangan & Akuntansi, Machine Learning",Asisten Penjualan,SMA/Sederajat,Keuangan & ERP
Computer Science,Tally ERP,88,"Keuangan & Akuntansi, Konseling, MS Office",Eksekutif Pemasaran,Magister,Keuangan & ERP
Commerce,No Certification,75,"Konseling, MS Office, Pemasaran",Ilmuwan Peneliti,Sarjana,Tanpa Sertifikat
Science,Tally ERP,92,"Machine Learning, SQL",Operator Entri Data,SMA/Sederajat,Keuangan & ERP
Finance,Digital Marketing,90,"Komunikasi, Pemasaran",Ilmuwan Peneliti,Doktor,Pemasaran Digital
Psychology,Creative Writing,76,"Konseling, Python, SQL",Staf Administrasi,SMA/Sederajat,Penulisan Kreatif
Psychology,Tally ERP,62,"Konseling, MS Office, Python",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Finance,AWS Certified,73,Analisis Data & IT,Akuntan Junior,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,Creative Writing,90,"Konseling, Python",Operator Entri Data,Magister,Penulisan Kreatif
Arts,CFA Level 1,82,"Keuangan & Akuntansi, Machine Learning",ML Engineer,SMA/Sederajat,Keuangan (CFA)
Arts,AWS Certified,77,"Keuangan & Akuntansi, Machine Learning",Business Analyst,Sarjana,Cloud bersertifikat (AWS)
Commerce,AWS Certified,86,Analisis Data & IT,Konselor Sekolah,Sarjana,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,77,Keuangan & Akuntansi,Software Engineer,Doktor,Kesehatan Mental
Commerce,CFA Level 1,67,"Komunikasi, MS Office",Financial Analyst,Doktor,Keuangan (CFA)
Psychology,CFA Level 1,85,Pemasaran,Ilmuwan Peneliti,Magister,Keuangan (CFA)
Computer Science,Google Data Analytics,86,Keuangan & Akuntansi,Staf Administrasi,Magister,Analisis Data Google
Commerce,Mental Health Basics,84,Keuangan & Akuntansi,Konselor Sekolah,Sarjana,Kesehatan Mental
Engineering,No Certification,82,"Komunikasi, Machine Learning",Business Analyst,Doktor,Tanpa Sertifikat
Computer Science,AWS Certified,87,"Analisis Data & IT, Python",Financial Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,CFA Level 1,71,"Analisis Data & IT, MS Office",Ilmuwan Peneliti,Magister,Keuangan (CFA)
Psychology,Digital Marketing,83,"Keuangan & Akuntansi, Pemasaran, SQL",Staf Administrasi,SMA/Sederajat,Pemasaran Digital
Engineering,Digital Marketing,69,Keuangan & Akuntansi,Staf Administrasi,Doktor,Pemasaran Digital
Finance,CFA Level 1,63,"Komunikasi, Pemasaran, SQL",Business Analyst,SMA/Sederajat,Keuangan (CFA)
Science,Google Data Analytics,77,Keuangan & Akuntansi,Operator Entri Data,Magister,Analisis Data Google
Science,Google Data Analytics,82,"Analisis Data & IT, MS Office",Akuntan Junior,Doktor,Analisis Data Google
Science,Digital Marketing,74,"Analisis Data & IT, Komunikasi, Python",Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Business,Digital Marketing,65,MS Office,Akuntan Junior,Doktor,Pemasaran Digital
Arts,CFA Level 1,76,"Keuangan & Akuntansi, Machine Learning, SQL",ML Engineer,SMA/Sederajat,Keuangan (CFA)
Commerce,Creative Writing,85,"Keuangan & Akuntansi, Komunikasi",Akademisi/Dosen,SMA/Sederajat,Penulisan Kreatif
Computer Science,Tally ERP,77,"Komunikasi, Konseling",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Psychology,AWS Certified,87,"Konseling, Machine Learning, Pemasaran",Financial Analyst,Sarjana,Cloud bersertifikat (AWS)
Commerce,Tally ERP,66,"Analisis Data & IT, MS Office",Konselor Sekolah,SMA/Sederajat,Keuangan & ERP
Computer Science,Digital Marketing,87,"Komunikasi, Pemasaran, SQL",Software Engineer,Sarjana,Pemasaran Digital
Science,CFA Level 1,71,"Analisis Data & IT, Keuangan & Akuntansi",Ilmuwan Peneliti,SMA/Sederajat,Keuangan (CFA)
Commerce,Tally ERP,94,"Keuangan & Akuntansi, Komunikasi",Financial Analyst,Magister,Keuangan & ERP
Computer Science,AWS Certified,78,SQL,ML Engineer,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,Mental Health Basics,86,"Konseling, Python",Operator Entri Data,Sarjana,Kesehatan Mental
Business,AWS Certified,76,"Keuangan & Akuntansi, Machine Learning",Konselor Sekolah,SMA/Sederajat,Cloud bersertifikat (AWS)
Arts,No Certification,67,Python,ML Engineer,Magister,Tanpa Sertifikat
Arts,Digital Marketing,76,"Analisis Data & IT, Keuangan & Akuntansi, Python",Business Analyst,Doktor,Pemasaran Digital
Finance,Google Data Analytics,88,"Keuangan & Akuntansi, Konseling",Konselor Sekolah,SMA/Sederajat,Analisis Data Google
Science,Google Data Analytics,74,"Konseling, SQL",Software Engineer,Doktor,Analisis Data Google
Science,Digital Marketing,76,"Analisis Data & IT, Pemasaran",ML Engineer,Magister,Pemasaran Digital
Psychology,No Certification,75,MS Office,Operator Entri Data,Sarjana,Tanpa Sertifikat
Computer Science,CFA Level 1,78,"Konseling, MS Office, Python",Staf Administrasi,SMA/Sederajat,Keuangan (CFA)
Business,AWS Certified,62,"Analisis Data & IT, Konseling, SQL",Akademisi/Dosen,SMA/Sederajat,Cloud bersertifikat (AWS)
Computer Science,AWS Certified,73,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Akuntan Junior,Sarjana,Cloud bersertifikat (AWS)
Finance,Digital Marketing,79,"Keuangan & Akuntansi, Komunikasi, Machine Learning",Ilmuwan Peneliti,Doktor,Pemasaran Digital
Business,Mental Health Basics,80,"Komunikasi, Pemasaran, Python",Financial Analyst,Doktor,Kesehatan Mental
Commerce,Tally ERP,77,"Keuangan & Akuntansi, Machine Learning, Pemasaran",Konselor Sekolah,Sarjana,Keuangan & ERP
Computer Science,Creative Writing,95,"Keuangan & Akuntansi, Komunikasi, Python",Ilmuwan Peneliti,Magister,Penulisan Kreatif
Engineering,Creative Writing,76,"Analisis Data & IT, Konseling, Pemasaran",Operator Entri Data,Sarjana,Penulisan Kreatif
Computer Science,Tally ERP,80,MS Office,Operator Entri Data,Sarjana,Keuangan & ERP
Engineering,Tally ERP,84,"Analisis Data & IT, Konseling",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Finance,AWS Certified,83,MS Office,Akademisi/Dosen,SMA/Sederajat,Cloud bersertifikat (AWS)
Commerce,Creative Writing,90,"Keuangan & Akuntansi, Konseling",Akademisi/Dosen,SMA/Sederajat,Penulisan Kreatif
Finance,Google Data Analytics,80,"Analisis Data & IT, Keuangan & Akuntansi",Konselor Sekolah,Magister,Analisis Data Google
Finance,CFA Level 1,89,Analisis Data & IT,Financial Analyst,SMA/Sederajat,Keuangan (CFA)
Finance,Mental Health Basics,89,"Keuangan & Akuntansi, Python",Asisten Penjualan,Doktor,Kesehatan Mental
Psychology,CFA Level 1,77,"Keuangan & Akuntansi, Pemasaran, Python",Staf Administrasi,SMA/Sederajat,Keuangan (CFA)
Engineering,Tally ERP,87,Pemasaran,Akuntan Junior,Magister,Keuangan & ERP
Arts,CFA Level 1,85,"Konseling, Machine Learning",Staf Administrasi,SMA/Sederajat,Keuangan (CFA)
Arts,Tally ERP,60,"Keuangan & Akuntansi, Komunikasi, Python",Eksekutif Pemasaran,Sarjana,Keuangan & ERP
Engineering,No Certification,87,Keuangan & Akuntansi,Eksekutif Pemasaran,Magister,Tanpa Sertifikat
Engineering,Digital Marketing,89,Keuangan & Akuntansi,Eksekutif Pemasaran,SMA/Sederajat,Pemasaran Digital
Engineering,Tally ERP,64,SQL,Financial Analyst,Sarjana,Keuangan & ERP
Finance,Google Data Analytics,73,"MS Office, Machine Learning, Pemasaran",Akademisi/Dosen,SMA/Sederajat,Analisis Data Google
Computer Science,Creative Writing,83,"Analisis Data & IT, Python, SQL",Eksekutif Pemasaran,Magister,Penulisan Kreatif
Finance,AWS Certified,75,Machine Learning,Akuntan Junior,Magister,Cloud bersertifikat (AWS)
Science,Mental Health Basics,90,"Pemasaran, Python",Ilmuwan Peneliti,Doktor,Kesehatan Mental
Science,Tally ERP,72,"Machine Learning, SQL",ML Engineer,Sarjana,Keuangan & ERP
Arts,AWS Certified,91,"Keuangan & Akuntansi, MS Office",Business Analyst,SMA/Sederajat,Cloud bersertifikat (AWS)
Psychology,No Certification,70,"Keuangan & Akuntansi, Komunikasi",Eksekutif Pemasaran,SMA/Sederajat,Tanpa Sertifikat
Commerce,Creative Writing,68,"Analisis Data & IT, MS Office",ML Engineer,SMA/Sederajat,Penulisan Kreatif
Business,Mental Health Basics,62,"MS Office, Python, SQL",Business Analyst,SMA/Sederajat,Kesehatan Mental
Business,CFA Level 1,72,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",Konselor Sekolah,Magister,Keuangan (CFA)
Engineering,Mental Health Basics,65,Analisis Data & IT,Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Business,AWS Certified,65,"Keuangan & Akuntansi, Komunikasi, Konseling",Akuntan Junior,Doktor,Cloud bersertifikat (AWS)
Arts,Google Data Analytics,91,"Komunikasi, Machine Learning",ML Engineer,SMA/Sederajat,Analisis Data Google
Finance,AWS Certified,90,"Komunikasi, Konseling, Python",Eksekutif Pemasaran,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Mental Health Basics,80,"Keuangan & Akuntansi, Machine Learning",Staf Administrasi,Sarjana,Kesehatan Mental
Business,CFA Level 1,82,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Operator Entri Data,SMA/Sederajat,Keuangan (CFA)
Engineering,Tally ERP,79,MS Office,Operator Entri Data,Doktor,Keuangan & ERP
Engineering,Creative Writing,93,Python,Financial Analyst,SMA/Sederajat,Penulisan Kreatif
Business,Creative Writing,68,Machine Learning,Konselor Sekolah,Sarjana,Penulisan Kreatif
Business,Creative Writing,66,Analisis Data & IT,Operator Entri Data,SMA/Sederajat,Penulisan Kreatif
Finance,CFA Level 1,76,Analisis Data & IT,Software Engineer,SMA/Sederajat,Keuangan (CFA)
Business,AWS Certified,72,"Keuangan & Akuntansi, SQL",Financial Analyst,Sarjana,Cloud bersertifikat (AWS)
Engineering,Tally ERP,68,"MS Office, SQL",Akademisi/Dosen,Sarjana,Keuangan & ERP
Arts,Google Data Analytics,74,"Keuangan & Akuntansi, Komunikasi, Python",Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Computer Science,AWS Certified,94,"Analisis Data & IT, Keuangan & Akuntansi, MS Office",Asisten Penjualan,Sarjana,Cloud bersertifikat (AWS)
Finance,Google Data Analytics,93,"Keuangan & Akuntansi, Python",Akademisi/Dosen,SMA/Sederajat,Analisis Data Google
Business,No Certification,65,Machine Learning,Ilmuwan Peneliti,Sarjana,Tanpa Sertifikat
Arts,Mental Health Basics,83,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Business,Creative Writing,68,"Analisis Data & IT, Keuangan & Akuntansi, Python",Eksekutif Pemasaran,SMA/Sederajat,Penulisan Kreatif
Computer Science,Google Data Analytics,71,"Analisis Data & IT, Konseling, MS Office",Software Engineer,Magister,Analisis Data Google
Business,Digital Marketing,66,"Keuangan & Akuntansi, Konseling, MS Office",Operator Entri Data,Doktor,Pemasaran Digital
Arts,Digital Marketing,80,"Keuangan & Akuntansi, MS Office, Machine Learning",Akademisi/Dosen,Magister,Pemasaran Digital
Business,Creative Writing,80,"Keuangan & Akuntansi, SQL",Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Business,Mental Health Basics,77,Analisis Data & IT,Financial Analyst,Sarjana,Kesehatan Mental
Computer Science,AWS Certified,63,Machine Learning,Ilmuwan Peneliti,Magister,Cloud bersertifikat (AWS)
Engineering,Google Data Analytics,63,SQL,Akuntan Junior,SMA/Sederajat,Analisis Data Google
Business,Digital Marketing,78,MS Office,Operator Entri Data,Doktor,Pemasaran Digital
Business,Google Data Analytics,64,Keuangan & Akuntansi,Business Analyst,Sarjana,Analisis Data Google
Finance,Mental Health Basics,92,Analisis Data & IT,Akademisi/Dosen,SMA/Sederajat,Kesehatan Mental
Business,CFA Level 1,64,"Analisis Data & IT, Python, SQL",Asisten Penjualan,Doktor,Keuangan (CFA)
Computer Science,Digital Marketing,90,Python,Asisten Penjualan,Magister,Pemasaran Digital
Computer Science,Digital Marketing,75,Pemasaran,Financial Analyst,SMA/Sederajat,Pemasaran Digital
Computer Science,Creative Writing,73,"Keuangan & Akuntansi, Komunikasi, Python",Staf Administrasi,Doktor,Penulisan Kreatif
Business,AWS Certified,83,Python,Eksekutif Pemasaran,SMA/Sederajat,Cloud bersertifikat (AWS)
Business,Digital Marketing,71,Komunikasi,Operator Entri Data,Magister,Pemasaran Digital
Engineering,CFA Level 1,85,"MS Office, Python, SQL",Software Engineer,Magister,Keuangan (CFA)
Computer Science,Digital Marketing,62,"Analisis Data & IT, SQL",Financial Analyst,SMA/Sederajat,Pemasaran Digital
Commerce,CFA Level 1,88,"Analisis Data & IT, Keuangan & Akuntansi",Konselor Sekolah,SMA/Sederajat,Keuangan (CFA)
Commerce,Tally ERP,63,Python,Software Engineer,SMA/Sederajat,Keuangan & ERP
Finance,Creative Writing,63,Python,Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Finance,Tally ERP,65,"Machine Learning, Python, SQL",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Science,Tally ERP,90,"Komunikasi, Konseling, SQL",Software Engineer,Doktor,Keuangan & ERP
Science,Tally ERP,94,Konseling,ML Engineer,Sarjana,Keuangan & ERP
Science,Mental Health Basics,70,"Keuangan & Akuntansi, Python",Asisten Penjualan,Doktor,Kesehatan Mental
Engineering,CFA Level 1,78,"Keuangan & Akuntansi, MS Office, Python",Staf Administrasi,Magister,Keuangan (CFA)
Arts,Google Data Analytics,76,Keuangan & Akuntansi,Financial Analyst,SMA/Sederajat,Analisis Data Google
Arts,Digital Marketing,76,"Keuangan & Akuntansi, Machine Learning",Akuntan Junior,SMA/Sederajat,Pemasaran Digital
Science,Creative Writing,92,Machine Learning,Business Analyst,SMA/Sederajat,Penulisan Kreatif
Finance,No Certification,91,"Keuangan & Akuntansi, MS Office",Staf Administrasi,Doktor,Tanpa Sertifikat
Arts,Mental Health Basics,63,"Analisis Data & IT, Keuangan & Akuntansi, Python",Business Analyst,SMA/Sederajat,Kesehatan Mental
Commerce,Mental Health Basics,63,Analisis Data & IT,Staf Administrasi,SMA/Sederajat,Kesehatan Mental
Psychology,No Certification,87,"Komunikasi, Python",Software Engineer,SMA/Sederajat,Tanpa Sertifikat
Arts,Mental Health Basics,89,"Pemasaran, SQL",Ilmuwan Peneliti,SMA/Sederajat,Kesehatan Mental
Computer Science,Google Data Analytics,74,"Keuangan & Akuntansi, Python, SQL",Business Analyst,SMA/Sederajat,Analisis Data Google
Engineering,AWS Certified,70,"Keuangan & Akuntansi, Komunikasi",Akademisi/Dosen,Magister,Cloud bersertifikat (AWS)
Science,Mental Health Basics,67,"Analisis Data & IT, Keuangan & Akuntansi, Konseling",Asisten Penjualan,Doktor,Kesehatan Mental
Computer Science,Digital Marketing,88,"Analisis Data & IT, Komunikasi, SQL",ML Engineer,Sarjana,Pemasaran Digital
Science,Tally ERP,61,Keuangan & Akuntansi,Operator Entri Data,Sarjana,Keuangan & ERP
Engineering,Google Data Analytics,92,"Analisis Data & IT, Keuangan & Akuntansi",Ilmuwan Peneliti,SMA/Sederajat,Analisis Data Google
Finance,Digital Marketing,65,Pemasaran,Ilmuwan Peneliti,SMA/Sederajat,Pemasaran Digital
Finance,Mental Health Basics,76,Keuangan & Akuntansi,Business Analyst,Doktor,Kesehatan Mental
Computer Science,No Certification,61,Pemasaran,ML Engineer,Sarjana,Tanpa Sertifikat
Business,Google Data Analytics,83,Python,Eksekutif Pemasaran,SMA/Sederajat,Analisis Data Google
Science,AWS Certified,89,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Ilmuwan Peneliti,Sarjana,Cloud bersertifikat (AWS)
Computer Science,Tally ERP,82,"MS Office, Machine Learning, Python",Asisten Penjualan,Magister,Keuangan & ERP
Engineering,No Certification,93,"Keuangan & Akuntansi, Komunikasi, SQL",Software Engineer,SMA/Sederajat,Tanpa Sertifikat
Engineering,Google Data Analytics,65,MS Office,Akuntan Junior,SMA/Sederajat,Analisis Data Google
Finance,AWS Certified,88,Analisis Data & IT,Akademisi/Dosen,Sarjana,Cloud bersertifikat (AWS)
Engineering,Tally ERP,81,"Komunikasi, Machine Learning",Eksekutif Pemasaran,SMA/Sederajat,Keuangan & ERP
Computer Science,No Certification,78,"Keuangan & Akuntansi, Pemasaran",Staf Administrasi,Sarjana,Tanpa Sertifikat
Computer Science,AWS Certified,91,"Analisis Data & IT, Machine Learning, Python",Financial Analyst,Doktor,Cloud bersertifikat (AWS)
Commerce,Google Data Analytics,75,"Keuangan & Akuntansi, Komunikasi",ML Engineer,SMA/Sederajat,Analisis Data Google
Commerce,Digital Marketing,74,"MS Office, SQL",Eksekutif Pemasaran,Doktor,Pemasaran Digital
Science,Digital Marketing,84,"Komunikasi, Konseling",Business Analyst,SMA/Sederajat,Pemasaran Digital
Science,Mental Health Basics,91,Python,ML Engineer,Sarjana,Kesehatan Mental
Engineering,CFA Level 1,76,Pemasaran,Eksekutif Pemasaran,Doktor,Keuangan (CFA)
Commerce,AWS Certified,60,Keuangan & Akuntansi,Akuntan Junior,Sarjana,Cloud bersertifikat (AWS)
Business,AWS Certified,85,Machine Learning,Konselor Sekolah,SMA/Sederajat,Cloud bersertifikat (AWS)
Finance,Creative Writing,77,"Analisis Data & IT, Machine Learning, Pemasaran",Asisten Penjualan,SMA/Sederajat,Penulisan Kreatif
Arts,CFA Level 1,83,Keuangan & Akuntansi,Software Engineer,Doktor,Keuangan (CFA)
Finance,Google Data Analytics,62,"Keuangan & Akuntansi, MS Office, Machine Learning",ML Engineer,Doktor,Analisis Data Google
Commerce,Mental Health Basics,82,"Konseling, MS Office, SQL",Asisten Penjualan,SMA/Sederajat,Kesehatan Mental
Engineering,Google Data Analytics,91,"Keuangan & Akuntansi, Komunikasi, Pemasaran",Operator Entri Data,SMA/Sederajat,Analisis Data Google
Finance,CFA Level 1,71,"Keuangan & Akuntansi, Machine Learning",Financial Analyst,SMA/Sederajat,Keuangan (CFA)
Commerce,Digital Marketing,95,"Analisis Data & IT, MS Office, SQL",Business Analyst,Magister,Pemasaran Digital
Business,Creative Writing,62,Pemasaran,Eksekutif Pemasaran,Magister,Penulisan Kreatif
Arts,No Certification,94,SQL,ML Engineer,Magister,Tanpa Sertifikat
Arts,Digital Marketing,82,"Analisis Data & IT, Konseling, SQL",ML Engineer,SMA/Sederajat,Pemasaran Digital
Commerce,CFA Level 1,93,"Analisis Data & IT, Keuangan & Akuntansi, Pemasaran",ML Engineer,Magister,Keuangan (CFA)
Engineering,CFA Level 1,91,"Analisis Data & IT, Machine Learning, Pemasaran",Business Analyst,Sarjana,Keuangan (CFA)
Psychology,Digital Marketing,73,Komunikasi,Akuntan Junior,Sarjana,Pemasaran Digital
Engineering,CFA Level 1,70,"Keuangan & Akuntansi, Konseling",Ilmuwan Peneliti,Magister,Keuangan (CFA)
Science,No Certification,92,Keuangan & Akuntansi,Asisten Penjualan,SMA/Sederajat,Tanpa Sertifikat
Finance,Mental Health Basics,81,Pemasaran,Asisten Penjualan,Magister,Kesehatan Mental
Finance,CFA Level 1,92,"Pemasaran, SQL",Akuntan Junior,SMA/Sederajat,Keuangan (CFA)
Science,Creative Writing,61,Keuangan & Akuntansi,Staf Administrasi,Sarjana,Penulisan Kreatif
Commerce,CFA Level 1,60,"MS Office, SQL",ML Engineer,Sarjana,Keuangan (CFA)
Arts,Google Data Analytics,73,"Analisis Data & IT, MS Office",ML Engineer,Magister,Analisis Data Google
Arts,Tally ERP,92,"Analisis Data & IT, MS Office",Akuntan Junior,Magister,Keuangan & ERP
Computer Science,No Certification,91,Konseling,Staf Administrasi,Doktor,Tanpa Sertifikat
Psychology,CFA Level 1,92,"Analisis Data & IT, Keuangan & Akuntansi, Komunikasi",Ilmuwan Peneliti,Sarjana,Keuangan (CFA)
Computer Science,AWS Certified,84,"Analisis Data & IT, Konseling, MS Office",Business Analyst,Magister,Cloud bersertifikat (AWS)
Science,Google Data Analytics,69,Python,Konselor Sekolah,Sarjana,Analisis Data Google
Arts,No Certification,73,Keuangan & Akuntansi,Business Analyst,SMA/Sederajat,Tanpa Sertifikat
Psychology,Digital Marketing,88,"Machine Learning, SQL",Software Engineer,Sarjana,Pemasaran Digital
Computer Science,CFA Level 1,61,Python,Asisten Penjualan,Doktor,Keuangan (CFA)
Business,Tally ERP,69,"Analisis Data & IT, MS Office, Python",Operator Entri Data,SMA/Sederajat,Keuangan & ERP
